2014-07-07 11:41:43;42.0500;200;8946911;42.0500;42.0600
2014-07-07 11:41:43;42.0500;100;8947011;42.0500;42.0600
2014-07-07 11:41:43;42.0500;200;8947211;42.0500;42.0600
2014-07-07 11:41:43;42.0500;100;8947311;42.0500;42.0600
2014-07-07 11:41:43;42.0500;100;8947411;42.0500;42.0600
2014-07-07 11:41:43;42.0500;100;8947511;42.0500;42.0600
2014-07-07 11:41:43;42.0500;100;8947611;42.0500;42.0600
2014-07-07 11:41:43;42.0500;100;8947711;42.0500;42.0600
2014-07-07 11:41:43;42.0500;100;8947811;42.0500;42.0600
2014-07-07 11:41:43;42.0500;300;8948111;42.0500;42.0600
2014-07-07 11:41:43;42.0500;100;8948211;42.0500;42.0600
2014-07-07 11:41:43;42.0500;100;8948311;42.0500;42.0600
2014-07-07 11:41:43;42.0500;100;8948415;42.0500;42.0500
2014-07-07 11:41:43;42.0500;500;8948915;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8949015;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8949115;42.0500;42.0500
2014-07-07 11:41:43;42.0500;300;8949415;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8949515;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8949615;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8949715;42.0500;42.0500
2014-07-07 11:41:43;42.0500;200;8949915;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8950015;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8950115;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8950215;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8950315;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8950415;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8950515;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8950715;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8950815;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8951015;42.0500;42.0500
2014-07-07 11:41:43;42.0500;200;8951265;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8951365;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8951465;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8951565;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8951665;42.0500;42.0500
2014-07-07 11:41:43;42.0500;100;8951765;42.0500;42.0500
